
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: CARTOXXX.ecu

ECU identified with following data:
HWNumber    = 0261206539       (requested was 0261206539)
SWNumber    = 1037354801       (requested was 1037354801)
PartNumber  = 4B0906018R       (requested was 4B0906018R)
SWVersion   = 0003             (requested was 0003)
EngineId    = 1.8L R4/5VT      (requested was 1.8L R4/5VT)
VAGHWNumber = 
ModelId     = G02

Log packet size: 77 bytes
Logging with:    20 samples/second
Used speed is:   57600 baud
Used mode is:    HM0
Log started at:  07.06.2025 13:32:24.526

TimeStamp, fho_w     , fra_w     , lamfa_w   , lamsbg_w  , lamsoni_w , ldimn_w   , ldimx_w   , ldimxa_0  , ldimxa_1  , ldimxa_2  , ldimxa_3  , ldimxa_4  , ldimxak_w , ldptv     , ldrdtv    , ldrlms_w  , ldrlts_w  , ldtv      , ldtvm     , ldtvr_w   , misol_w   , misopl1_w , miszul_w  , mshfm_w   , nmot_w    , plsol_w   , pvdkds_w  , rkat_w    , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm_w   , tans      , tmot      , vfil_w    , wdkba     , wdks      , wnwise_w  , wped_w    , zwist     , zwout     
   14.950, 0.985169  , 1.00021   , 1         , 1         , 0.869874  , 0         , 91.385    , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , 0.05      , 23.805    , 35.805    , 189.563   , 157.734   , 72.805    , 72.6563   , 71.85     , 74.759    , 73.3796   , 99.2188   , 108.695   , 5625.5    , 1895.39   , 1209.96   , 0         , 80.7188   , 157.734   , 166.383   , 154.805   , 829.216   , 48        , 90.75     , 142.398   , 83.9216   , 100       , 1.625     , 99.9999   , 30.75     , 30.75     
   15.000, 0.985108  , 1.00021   , 0.891603  , 0.891603  , 0.988527  , 0         , 94.865    , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , 0.05      , 23.805    , 35.805    , 189.563   , 157.734   , 72.805    , 72.6563   , 71.85     , 75.0184   , 74.2753   , 99.2188   , 124.333   , 5243.5    , 1874.69   , 1170.9    , 0         , 108.281   , 157.734   , 166.383   , 153.234   , 829.216   , 48.75     , 90.75     , 142.977   , 98.8236   , 100       , 1.40625   , 99.9999   , 25.5      , 25.5      
   15.050, 0.985108  , 1.00021   , 0.891603  , 0.891603  , 0.966066  , 0         , 94.865    , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , 0.05      , 39.55     , 1.505     , 190.336   , 174.398   , 73.28     , 73.0469   , 69.165    , 74.7925   , 74.051    , 99.2188   , 130.861   , 4891.75   , 1842.62   , 1188.16   , 0         , 122.695   , 172.594   , 172.594   , 151.031   , 829.216   , 48.75     , 90.75     , 143.219   , 100       , 100       , 1.15625   , 99.9999   , 29.25     , 29.25     
   15.100, 0.985108  , 1.00021   , 0.862794  , 0.862794  , 0.907716  , 0         , 76.38     , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , 0.05      , 37.51     , -11.96    , 189.492   , 181.594   , 74.045    , 73.8281   , 67.31     , 81.0212   , 80.6168   , 99.2188   , 141.889   , 4580.5    , 1996.17   , 1266.13   , 0         , 139.594   , 168.727   , 168.727   , 163.734   , 829.216   , 48.75     , 90.75     , 143.344   , 100       , 100       , 0.734375  , 99.9999   , 25.5      , 25.5      
   15.150, 0.985108  , 1.00018   , 0.862794  , 0.862794  , 0.85962   , 0         , 62.395    , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 35.5      , 14.4      , 187.453   , 184.898   , 95        , 94.9219   , 101.58    , 80.2094   , 79.8096   , 99.2188   , 153.528   , 4786.5    , 2009.88   , 1385.39   , 0         , 145.734   , 167.602   , 167.602   , 163.008   , 840.076   , 48.75     , 90.75     , 143.188   , 100       , 100       , 0.34375   , 99.9999   , 6.75      , 6.75      
   15.200, 0.985047  , 1.00021   , 0.85132   , 0.85132   , 0.840333  , 0         , 86.235    , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 36.6      , -15       , 189.164   , 183.938   , 85.76     , 85.5469   , 86.415    , 79.6448   , 80.0446   , 99.2188   , 165.389   , 4715.75   , 1996.64   , 1516.68   , 0         , 156.258   , 169.078   , 169.078   , 163.289   , 840.076   , 48.75     , 90        , 143.234   , 100       , 100       , 0.796875  , 99.9999   , 21        , 21        
   15.250, 0.985047  , 1.00021   , 0.85132   , 0.85132   , 0.874513  , 0         , 86.3      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 22.275    , -25.68    , 187.875   , 184.008   , 76.095    , 76.1719   , 72.085    , 80.4627   , 81.2729   , 99.2188   , 171.472   , 4753.75   , 2044.88   , 1655.98   , 0         , 164.93    , 168.094   , 168.094   , 166.313   , 840.076   , 48.75     , 90        , 143.563   , 100       , 100       , 0.90625   , 99.9999   , 8.25      , 8.25      
   15.300, 0.985047  , 1.00018   , 0.846925  , 0.846925  , 0.85962   , 0         , 88.335    , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 11.34     , -16.065   , 188.32    , 183.117   , 78.545    , 78.5156   , 78.865    , 80.1423   , 80.9495   , 99.2188   , 174.722   , 4754.25   , 2031.41   , 1785.12   , 0         , 172.078   , 168.633   , 168.633   , 165.539   , 840.076   , 48.75     , 90        , 143.648   , 100       , 100       , 0.484375  , 99.9999   , 12.75     , 12.75     
   15.350, 0.985047  , 1.00021   , 0.846925  , 0.846925  , 0.867921  , 0         , 90.39     , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 4.4       , -30.08    , 188.367   , 183.164   , 73.185    , 73.0469   , 64.39     , 80.5359   , 81.3462   , 99.2188   , 178.695   , 4768.25   , 2043.2    , 1894.96   , 0         , 177.375   , 168.633   , 168.633   , 166.594   , 841.716   , 48.75     , 90        , 143.898   , 100       , 100       , 0.421875  , 99.9999   , 8.25      , 8.25      
   15.400, 0.984986  , 1.00018   , 0.844972  , 0.844972  , 0.89673   , 0         , 89.595    , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0.975     , -14.175   , 188.367   , 183.164   , 77.595    , 77.3438   , 76.395    , 80.6367   , 81.4484   , 99.2188   , 178.611   , 4773      , 2046.25   , 1986.72   , 0         , 181.383   , 168.703   , 168.703   , 166.828   , 841.716   , 48.75     , 90        , 144.094   , 100       , 100       , 0.546875  , 99.9999   , 9.75      , 9.75      
   15.450, 0.984986  , 1.00018   , 0.844972  , 0.844972  , 0.88672   , 0         , 90.425    , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0.015     , -20.95    , 188.484   , 183.281   , 74.945    , 75        , 69.49     , 80.0416   , 80.8472   , 99.2188   , 175.778   , 4776.5    , 2028.98   , 2059.22   , 0         , 183.773   , 168.867   , 168.867   , 165.492   , 841.716   , 48.75     , 90        , 144.375   , 100       , 100       , 0.53125   , 93.3454   , 9.75      , 9.75      
   15.500, 0.984986  , 1.00018   , 0.84424   , 0.84424   , 0.877199  , 0         , 90.81     , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , -1        , 0         , 188.531   , 183.328   , 89.295    , 89.0625   , 89.725    , 76.9349   , 77.71     , 99.2188   , 180.611   , 4795.75   , 1945.2    , 2118.83   , 0         , 187.5     , 168.891   , 168.891   , 158.391   , 841.716   , 48.75     , 90        , 144.586   , 100       , 100       , 0.8125    , 75.1796   , 8.25      , 8.25      
   15.550, 0.984986  , 1.00021   , 0.84424   , 0.84424   , 0.884523  , 0         , 88.49     , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , -5.4      , 0         , 188.203   , 183.023   , 82.185    , 82.0313   , 83.09     , 86.4045   , 67.305    , 99.2188   , 181.556   , 4796.25   , 1668.98   , 2175.08   , 0         , 187.875   , 169.008   , 169.008   , 134.695   , 843.865   , 48.75     , 90        , 144.914   , 100       , 100       , 0.21875   , 54.1374   , 5.25      , 5.25      
   15.600, 0.984925  , 1.00018   , 0.876466  , 0.876466  , 0.855958  , 0         , 74.855    , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , -10.8     , 0         , 188.227   , 183.023   , 72.985    , 73.0469   , 64.055    , 70.5964   , 55.7541   , 94.3436   , 181.083   , 4774      , 1353.95   , 2211.29   , 0         , 173.93    , 169.031   , 169.031   , 107.977   , 843.865   , 48.75     , 90        , 145.117   , 65.8824   , 32.549    , 0.796875  , 16.7254   , -2.25     , -2.25     
   15.650, 0.984925  , 1.00021   , 0.876466  , 0.876466  , 0.850587  , 0         , 46.365    , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , -20.6     , 0         , 188.203   , 183       , 53.3      , 53.125    , 25.765    , 52.6581   , 41.7206   , 83.3726   , 173.111   , 4766.25   , 1034.1    , 2310.98   , 0         , 150.656   , 168.984   , 168.984   , 76.4297   , 843.865   , 48.75     , 90        , 145.352   , 27.8431   , 21.1765   , 0.765625  , 0         , -8.25     , -8.25     
   15.700, 0.984925  , 1.00021   , 0.88965   , 0.88965   , 0.873536  , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 187.922   , 182.719   , 0         , 0         , 0         , 39.029    , 30.8197   , 73.6054   , 9.16667   , 4775      , 997.695   , 2443.09   , 0         , 110.484   , 168.68    , 168.68    , 56.1797   , 843.865   , 49.5      , 90        , 145.461   , 18.4314   , 16.0784   , 0.359375  , 0         , -7.5      , -7.5      
   15.750, 0.984925  , 1.00021   , 0.88965   , 0.88965   , 0.856935  , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 188.156   , 182.953   , 0         , 0         , 0         , 28.9734   , 22.9325   , 65.1215   , 21.9445   , 4774.5    , 997.695   , 2395.9    , 0         , 78.0469   , 168.938   , 168.938   , 40.6406   , 838.982   , 49.5      , 90        , 145.563   , 13.3333   , 11.7647   , 0.6875    , 0         , -6        , -6        
   15.800, 0.984864  , 1.00021   , 0.955568  , 0.955568  , 0.808107  , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 188.039   , 182.836   , 0         , 0         , 0         , 21.2464   , 16.8045   , 57.753    , 5         , 4720.25   , 997.656   , 2225.47   , 0         , 51.5859   , 168.656   , 168.656   , 28.0313   , 838.982   , 49.5      , 90        , 145.617   , 9.01961   , 8.62745   , 0.5625    , 0         , 4.5       , 4.5       
   15.850, 0.984864  , 1.00021   , 0.955568  , 0.955568  , 0.751222  , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 187.336   , 183.469   , 0         , 0         , 0         , 15.622    , 12.3551   , 51.3504   , 11.3333   , 4748.75   , 997.656   , 2019.3    , 0         , 36.0234   , 168.234   , 168.234   , 19.3125   , 838.982   , 49.5      , 90        , 145.664   , 6.66667   , 5.88235   , 0.984375  , 0         , 2.25      , 2.25      
   15.900, 0.984864  , 1.00021   , 0.982179  , 0.982179  , 0.736085  , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 187.805   , 182.625   , 0         , 0         , 0         , 12.4146   , 9.88312   , 45.7901   , 7.91667   , 4711      , 997.617   , 1830.63   , 0         , 23.5078   , 168.563   , 168.563   , 14.5547   , 838.982   , 49.5      , 90        , 145.648   , 4.31373   , 4.70588   , 0.625     , 0         , 17.25     , 17.25     
   15.950, 0.984864  , 1.00021   , 0.982179  , 0.982179  , 0.759767  , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 186.984   , 183.141   , 0         , 0         , 0         , 10.3394   , 8.2428    , 40.9592   , 6.77778   , 4701.5    , 997.617   , 1671.6    , 0         , 16.5938   , 167.977   , 167.977   , 14.25     , 831.326   , 49.5      , 90        , 145.547   , 3.92157   , 4.31373   , 1.04688   , 0         , 36.75     , 36.75     
   16.000, 0.984803  , 1.00021   , 1         , 1         , 0.78882   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 186.938   , 183.094   , 0         , 0         , 0         , 8.77686   , 7.07703   , 36.763    , 7.55556   , 4743.75   , 997.578   , 1547.11   , 0         , 13.5469   , 168.117   , 168.117   , 14.25     , 831.326   , 49.5      , 90        , 145.563   , 3.92157   , 4.70588   , 0.859375  , 0         , 2.25      , 2.25      
   16.050, 0.984803  , 1.00021   , 1         , 1         , 0.824708  , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 187.453   , 182.273   , 0         , 0         , 0         , 7.43714   , 6.03028   , 33.1192   , 8.75001   , 4782      , 997.578   , 1452.07   , 0         , 12.4688   , 168.656   , 168.656   , 14.25     , 831.326   , 49.5      , 90        , 145.539   , 4.31373   , 5.09804   , 1.04688   , 0         , 3         , 3         
   16.100, 0.984803  , 1.00021   , 1         , 1         , 0.861574  , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 187.688   , 182.484   , 0         , 0         , 0         , 6.35987   , 5.1941    , 29.9515   , 6.94445   , 4753.25   , 997.578   , 1379.88   , 0         , 12.6328   , 168.914   , 168.914   , 14.25     , 831.326   , 49.5      , 90        , 145.531   , 5.09804   , 5.4902    , 1.04688   , 0         , 3         , 3         
   16.150, 0.984803  , 1.00021   , 1         , 1         , 0.891115  , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 186.984   , 181.828   , 0         , 0         , 0         , 5.41382   , 4.45252   , 27.2003   , 7.25001   , 4749.25   , 997.578   , 1323.52   , 0         , 13.1016   , 168.609   , 168.609   , 14.25     , 830.408   , 49.5      , 90        , 145.516   , 5.4902    , 5.88235   , 0.9375    , 0         , 3         , 3         
   16.200, 0.984742  , 1.00021   , 1         , 1         , 0.935304  , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 186.938   , 181.781   , 0         , 0         , 0         , 4.69056   , 3.89099   , 24.8108   , 8.83334   , 4745.25   , 997.539   , 1280.78   , 0         , 13.5469   , 168.563   , 168.563   , 14.25     , 830.408   , 49.5      , 89.25     , 145.469   , 5.88235   , 6.27451   , 1.14063   , 0         , 2.25      , 2.25      
   16.250, 0.984742  , 1.00021   , 1         , 1         , 0.981203  , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 186.914   , 181.758   , 0         , 0         , 0         , 4.0741    , 3.41492   , 22.7341   , 9.55556   , 4742.25   , 997.539   , 1250.43   , 0         , 13.875    , 168.469   , 168.469   , 14.25     , 830.408   , 49.5      , 89.25     , 145.367   , 6.27451   , 6.27451   , 1.125     , 0         , 2.25      , 2.25      
   16.300, 0.984742  , 1.00021   , 1         , 1         , 0.997072  , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 186.867   , 181.711   , 0         , 0         , 0         , 3.57666   , 3.0304    , 20.932    , 10.1667   , 4724.25   , 997.5     , 1226.68   , 0         , 14.1094   , 168.492   , 168.492   , 14.25     , 830.408   , 49.5      , 89.25     , 145.281   , 6.66667   , 6.66667   , 1.59375   , 0         , 2.25      , 2.25      
   16.350, 0.984742  , 1.00021   , 1         , 1         , 1.04199   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 186.281   , 181.125   , 0         , 0         , 0         , 3.15552   , 2.70386   , 19.3665   , 10.6111   , 4729.25   , 997.5     , 1207.85   , 0         , 14.2266   , 168.188   , 168.188   , 14.25     , 830.271   , 49.5      , 89.25     , 145.141   , 6.66667   , 6.66667   , 0.96875   , 0         , 2.25      , 2.25      
   16.400, 0.984681  , 1.00021   , 1         , 1         , 1.07349   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 186.328   , 181.195   , 0         , 0         , 0         , 2.8656    , 2.49329   , 18.0084   , 11.0556   , 4727.75   , 997.461   , 1191.8    , 0         , 14.3203   , 168.398   , 168.398   , 14.25     , 830.271   , 49.5      , 89.25     , 145.039   , 6.66667   , 6.66667   , 1.17188   , 0         , 2.25      , 2.25      
   16.450, 0.984681  , 1.00021   , 1         , 1         , 1.07813   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 186.281   , 181.148   , 0         , 0         , 0         , 2.59094   , 2.27966   , 16.8274   , 11.9445   , 4725.25   , 997.461   , 1178.32   , 0         , 14.6016   , 168.188   , 168.188   , 14.25     , 830.271   , 49.5      , 89.25     , 144.883   , 6.66667   , 6.66667   , 0.84375   , 0         , 2.25      , 2.25      
   16.500, 0.984681  , 1.00021   , 1         , 1         , 1.07813   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 186.188   , 181.055   , 0         , 0         , 0         , 2.36817   , 2.11182   , 15.802    , 11.9445   , 4725.25   , 997.461   , 1166.56   , 0         , 14.3906   , 168.234   , 168.234   , 14.25     , 830.271   , 49.5      , 89.25     , 144.773   , 7.05883   , 7.05883   , 0.875     , 0         , 2.25      , 2.25      
   16.550, 0.984681  , 1.00021   , 1         , 1         , 1.06397   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 186.094   , 180.961   , 0         , 0         , 0         , 2.98157   , 2.76795   , 14.9094   , 11.6667   , 4718.25   , 997.461   , 1155.04   , 0         , 14.5078   , 168.117   , 168.117   , 14.25     , 830.447   , 49.5      , 89.25     , 144.633   , 7.05883   , 7.05883   , 0.84375   , 0         , 2.25      , 2.25      
   16.600, 0.984681  , 1.00021   , 1         , 1         , 1.04785   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 186.047   , 182.227   , 0         , 0         , 0         , 2.79846   , 2.62146   , 14.1358   , 12.4167   , 4717.25   , 997.422   , 1145.12   , 0         , 14.4844   , 168.211   , 168.211   , 14.25     , 830.447   , 48.75     , 89.25     , 144.484   , 7.05883   , 7.05883   , 0.96875   , 0         , 2.25      , 2.25      
   16.650, 0.984681  , 1.00021   , 1         , 1         , 1.04004   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 185.648   , 181.828   , 0         , 0         , 0         , 2.67334   , 2.52075   , 13.5895   , 11.75     , 4691.75   , 997.422   , 1138.32   , 0         , 14.4141   , 167.977   , 167.977   , 14.25     , 830.447   , 48.75     , 89.25     , 144.336   , 7.05883   , 7.05883   , 0.90625   , 0         , 2.25      , 2.25      
   16.700, 0.98462   , 1.00021   , 1         , 1         , 1.02661   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 185.461   , 181.641   , 0         , 0         , 0         , 2.5177    , 2.39868   , 12.8784   , 12.4167   , 4705.5    , 997.383   , 1128.36   , 0         , 14.6953   , 167.93    , 167.93    , 14.25     , 830.447   , 48.75     , 89.25     , 144.195   , 7.05883   , 7.05883   , 1.125     , 0         , 2.25      , 2.25      
   16.750, 0.98462   , 1.00021   , 1         , 1         , 1.0249    , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 185.508   , 181.688   , 0         , 0         , 0         , 2.41394   , 2.31323   , 12.3703   , 11.6111   , 4696.25   , 997.383   , 1121.41   , 0         , 14.5547   , 168.047   , 168.047   , 14.25     , 830.642   , 48.75     , 89.25     , 144.039   , 7.05883   , 7.05883   , 1.39063   , 0         , 2.25      , 2.25      
   16.800, 0.98462   , 1.00021   , 1         , 1         , 1.02002   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 185.414   , 181.594   , 0         , 0         , 0         , 2.3407    , 2.25525   , 12.0133   , 12.4167   , 4684.5    , 997.344   , 1116.41   , 0         , 14.6016   , 167.836   , 167.836   , 14.25     , 830.642   , 48.75     , 89.25     , 143.938   , 7.05883   , 7.05883   , 0.90625   , 0         , 2.25      , 2.25      
   16.850, 0.98462   , 1.00021   , 1         , 1         , 1.01148   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 185.273   , 182.766   , 0         , 0         , 0         , 0         , 0         , 11.6181   , 12.9722   , 4683      , 997.344   , 1110.9    , 0         , 14.7422   , 167.813   , 167.813   , 14.25     , 830.642   , 48.75     , 89.25     , 143.813   , 7.05883   , 7.05883   , 0.953125  , 0         , 2.25      , 2.25      
   16.900, 0.984559  , 1.00021   , 1         , 1.04688   , 1.00611   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 185.367   , 181.547   , 0         , 0         , 0         , 0         , 0         , 11.2763   , 12.3056   , 4676.75   , 997.344   , 1106.05   , 0         , 14.5781   , 167.672   , 167.672   , 14.25     , 830.642   , 48.75     , 89.25     , 143.602   , 7.05883   , 7.05883   , 0.90625   , 0         , 2.25      , 2.25      
   16.950, 0.984559  , 1.00021   , 1         , 1.04688   , 1.03003   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 185.273   , 182.742   , 0         , 0         , 0         , 0         , 0         , 10.9787   , 12.7222   , 4678      , 997.344   , 1101.76   , 0         , 14.6953   , 167.789   , 167.789   , 14.25     , 825.369   , 48.75     , 89.25     , 143.477   , 7.45098   , 7.45098   , 1.23438   , 0         , 2.25      , 2.25      
   17.000, 0.984559  , 1.00021   , 1         , 1.04688   , 1.28076   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 185.297   , 182.789   , 0         , 0         , 0         , 0         , 0         , 10.7193   , 12.3333   , 4657.25   , 997.305   , 1098.44   , 0         , 14.7188   , 167.742   , 167.742   , 14.25     , 825.369   , 48.75     , 89.25     , 143.305   , 7.45098   , 7.45098   , 0.9375    , 0         , 2.25      , 2.25      
   17.050, 0.984559  , 1.00021   , 1         , 1.04688   , 1.87598   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 185.203   , 182.695   , 0         , 0         , 0         , 0         , 0         , 10.495    , 12.6667   , 4652.5    , 997.305   , 1097.07   , 0         , 14.625    , 167.625   , 167.625   , 14.25     , 825.369   , 48.75     , 89.25     , 143.188   , 7.45098   , 7.45098   , 0.96875   , 0         , 2.25      , 2.25      
   17.100, 0.984498  , 1.00021   , 1         , 1.04688   , 2.3125    , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 185.156   , 182.648   , 0         , 0         , 0         , 0         , 0         , 10.2997   , 12.6389   , 4647.25   , 997.266   , 1095.86   , 0         , 14.625    , 167.578   , 167.578   , 14.25     , 825.369   , 48.75     , 89.25     , 142.992   , 7.45098   , 7.45098   , 1.39063   , 0         , 2.25      , 2.25      
   17.150, 0.984498  , 1.00021   , 1         , 1.04688   , 3.06006   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 185.133   , 182.602   , 0         , 0         , 0         , 0         , 0         , 10.1303   , 12.75     , 4643      , 997.266   , 1095.51   , 0         , 14.6016   , 167.555   , 167.555   , 14.25     , 820.193   , 48.75     , 89.25     , 142.867   , 7.45098   , 7.45098   , 0.90625   , 0         , 2.25      , 2.25      
   17.200, 0.984498  , 1.00021   , 1         , 1.04688   , 3.93311   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 184.992   , 182.484   , 0         , 0         , 0         , 0         , 0         , 9.98383   , 12.8333   , 4635.25   , 997.266   , 1095.31   , 0         , 14.625    , 167.484   , 167.484   , 14.25     , 820.193   , 48.75     , 88.5      , 142.68    , 7.45098   , 7.45098   , 1.17188   , 0         , 2.25      , 2.25      
   17.250, 0.984498  , 1.00021   , 1         , 1.04688   , 4.69996   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 184.945   , 182.438   , 0         , 0         , 0         , 0         , 0         , 9.85566   , 12.6389   , 4640.5    , 997.266   , 1094.45   , 0         , 14.625    , 167.438   , 167.438   , 14.25     , 820.193   , 48.75     , 88.5      , 142.547   , 7.45098   , 7.45098   , 0.6875    , 0         , 2.25      , 2.25      
   17.300, 0.984437  , 1.00021   , 1         , 1.04688   , 5.00001   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 184.898   , 182.391   , 0         , 0         , 0         , 0         , 0         , 9.74427   , 13.0556   , 4635.75   , 997.227   , 1093.87   , 0         , 14.5781   , 167.297   , 167.297   , 14.25     , 820.193   , 48.75     , 88.5      , 142.344   , 7.45098   , 7.45098   , 0.90625   , 0         , 2.25      , 2.25      
   17.350, 0.984437  , 1.00021   , 1         , 1.04688   , 5.00001   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 184.828   , 182.297   , 0         , 0         , 0         , 0         , 0         , 9.64814   , 12.9445   , 4624.75   , 997.227   , 1093.4    , 0         , 14.6484   , 167.203   , 167.203   , 14.25     , 815.076   , 48.75     , 88.5      , 142.211   , 7.45098   , 7.45098   , 0.953125  , 0         , 2.25      , 2.25      
   17.400, 0.984437  , 1.00021   , 1         , 1.04688   , 5.00001   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 184.828   , 182.32    , 0         , 0         , 0         , 0         , 0         , 9.56422   , 13.0278   , 4618      , 997.188   , 1092.5    , 0         , 14.6953   , 167.227   , 167.227   , 14.25     , 815.076   , 48        , 88.5      , 142.008   , 7.45098   , 7.45098   , 1.26563   , 0         , 2.25      , 2.25      
   17.450, 0.984437  , 1.00021   , 1         , 1.04688   , 5.00001   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 184.781   , 182.273   , 0         , 0         , 0         , 0         , 0         , 9.4925    , 12.8611   , 4606.25   , 997.188   , 1091.52   , 0         , 14.625    , 167.063   , 167.063   , 14.25     , 815.076   , 48        , 88.5      , 141.852   , 7.45098   , 7.45098   , 1.15625   , 0         , 2.25      , 2.25      
   17.500, 0.984437  , 1.00021   , 1         , 1.04688   , 5.00001   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 184.758   , 182.25    , 0         , 0         , 0         , 0         , 0         , 9.42994   , 12.8056   , 4597.25   , 997.188   , 1091.05   , 0         , 14.7422   , 167.156   , 167.156   , 14.25     , 815.076   , 48        , 88.5      , 141.641   , 7.45098   , 7.45098   , 1.26563   , 0         , 2.25      , 2.25      
   17.550, 0.984437  , 1.00021   , 1         , 1.04688   , 5.00001   , 0         , 6.34      , -0.3      , -0.75     , -0.3      , 0.05      , -1.8      , -0.3      , 0         , 0         , 184.664   , 183.469   , 0         , 0         , 0         , 0         , 0         , 9.37501   , 12.8333   , 4589      , 997.188   , 1091.56   , 0         , 14.6953   , 167.039   , 167.039   , 14.25     , 810.017   , 48        , 88.5      , 141.492   , 7.45098   , 7.45098   , 1.23438   , 0         , 2.25      , 2.25      
